Tipo Titulo;Vencimento do Titulo;Data Venda;PU;Quantidade;Valor
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;03/07/2003;1005.11;416.95;419080.61
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;04/07/2003;1002.24;708.37;709956.75
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;07/07/2003;983.28;675.3;664008.98
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;08/07/2003;983.23;575.61;565957.02
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;09/07/2003;952.4;949.96;904741.9
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;10/07/2003;962.02;383.56;368992.39
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;14/07/2003;965.93;299.77;289556.84
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;15/07/2003;938.85;2185.23;2051603.19
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;16/07/2003;951.29;493.88;469823.11
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;17/07/2003;951.07;338.74;322165.45
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;18/07/2003;939.01;836.18;785181.38
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;21/07/2003;933.85;1277.12;1192638.51
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;22/07/2003;939.77;580.65;545677.45
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;23/07/2003;939.54;728.21;684182.42
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;24/07/2003;949.88;684.27;649974.39
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;25/07/2003;947.77;298.76;283155.77
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;30/07/2003;955.07;851.78;813509.52
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;31/07/2003;959.25;150.92;144770.01
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;04/08/2003;961.89;158.93;152873.18
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;05/08/2003;970.75;243.4;236280.55
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;06/08/2003;973.93;333.1;324416.08
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;11/08/2003;974.9;254.08;247702.59
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;12/08/2003;982.26;602.03;591349.99
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;13/08/2003;974.23;532.8;519069.74
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;14/08/2003;964.29;317.36;306027.07
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;15/08/2003;964.8;731.05;705317.04
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;18/08/2003;957.21;432.39;413888.03
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;19/08/2003;955.71;514.37;491588.55
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;20/08/2003;954.49;920.08;878207.16
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;21/08/2003;952.4;521.43;496609.93
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;22/08/2003;952.24;326.01;310439.76
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;25/08/2003;957;158.69;151866.33
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;26/08/2003;958.67;458.07;439137.97
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;27/08/2003;950.94;482.64;458961.68
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;28/08/2003;949.94;684.21;649958.45
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;29/08/2003;950.71;679.91;646397.24
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;01/09/2003;948.69;130.73;124022.24
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;02/09/2003;936.26;812.16;760392.92
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;03/09/2003;932.28;1446.27;1348328.6
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;04/09/2003;923.62;816.12;753784.75
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;05/09/2003;920.39;1314.59;1209935.49
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;08/09/2003;912.77;1296.84;1183716.65
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;09/09/2003;907.41;2958.43;2684508.97
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;10/09/2003;904.86;2915.95;2638526.52
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;11/09/2003;898.87;1698;1526281.26
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;12/09/2003;914.56;1768.48;1617381.07
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;15/09/2003;922.4;414.6;382427.04
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;16/09/2003;915.96;955.5;875199.78
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;17/09/2003;926.79;573.39;531412.12
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;18/09/2003;915.54;821.46;752079.49
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;19/09/2003;911.2;1193.2;1087243.84
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;22/09/2003;907.44;3164.13;2871258.13
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;23/09/2003;905.6;702.82;636473.79
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;24/09/2003;910.27;472.01;429656.54
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;25/09/2003;909.04;1148.96;1044450.6
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;26/09/2003;915.58;835.84;765278.39
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;02/10/2003;920.94;932.46;858739.71
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;03/10/2003;921.17;281.96;259733.09
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;06/10/2003;923.17;897.14;828212.73
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;07/10/2003;922.38;689.12;635630.51
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;08/10/2003;917.57;1193.57;1095184.02
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;09/10/2003;919.78;1190.91;1095375.2
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;10/10/2003;920.36;445.18;409725.86
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;13/10/2003;928.62;220.89;205122.87
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;14/10/2003;942.71;303.11;285744.83
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;15/10/2003;946.7;564.39;534308.01
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;16/10/2003;946.72;382.13;361770.11
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;17/10/2003;948.39;595.1;564386.89
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;20/10/2003;943.98;273.53;258206.85
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;21/10/2003;941.14;441.21;415240.38
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;22/10/2003;936.46;407.6;381701.1
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;23/10/2003;935.96;509.56;476927.78
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;24/10/2003;936.53;264.64;247843.3
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;27/10/2003;935.85;624.86;584775.23
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;28/10/2003;936.48;777.92;728506.52
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;29/10/2003;936.7;425.08;398172.44
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;30/10/2003;939.38;164.74;154753.46
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;31/10/2003;940.72;158.43;149038.27
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;03/11/2003;941.9;622.91;586718.93
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;04/11/2003;947.82;228.52;216595.83
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;05/11/2003;946.28;316.87;299847.74
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;06/11/2003;944.67;270.31;255353.75
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;07/11/2003;941.82;435.16;409842.39
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;10/11/2003;941.64;479.41;451431.63
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;11/11/2003;943.81;412.34;389170.62
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;12/11/2003;940.53;638.44;600471.97
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;13/11/2003;937.73;436.38;409206.62
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;14/11/2003;940.19;615.99;579147.64
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;17/11/2003;942.01;495.34;466615.23
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;18/11/2003;949.59;129.24;122725.01
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;19/11/2003;954.33;515.96;492396.11
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;20/11/2003;957.99;326.64;312917.85
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;21/11/2003;958.32;1045.65;1002067.31
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;24/11/2003;956.4;337.77;323043.23
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;25/11/2003;948.15;709.87;673063.24
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;26/11/2003;937.41;1861.82;1745288.69
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;27/11/2003;937.85;299.1;280510.94
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;28/11/2003;924.42;1807.65;1671027.81
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;01/12/2003;922.2;1376.34;1269260.75
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;02/12/2003;921.17;1149.7;1059069.15
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;04/12/2003;912.7;1668.9;1523205.03
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;05/12/2003;912.75;1123.07;1025082.14
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;08/12/2003;909.41;648.45;589706.91
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;09/12/2003;921.6;501.52;462200.83
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;10/12/2003;921.83;656.46;605144.52
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;11/12/2003;929.56;426.32;396290.02
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;12/12/2003;927.61;1018.87;945114
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;15/12/2003;915.75;1356.23;1241967.62
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;16/12/2003;912.65;1539.64;1405152.45
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;17/12/2003;908.25;1384.17;1257172.4
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;18/12/2003;907.09;803.71;729037.3
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;19/12/2003;905.64;1001.28;906799.22
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;22/12/2003;905.28;1596.72;1445478.68
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;23/12/2003;897.52;1993.73;1789412.55
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;26/12/2003;887.95;1843.47;1636909.19
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;29/12/2003;885.34;1900.53;1682615.23
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;30/12/2003;882.94;2203.14;1945240.43
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;02/01/2004;887.5;2180.78;1935442.25
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;05/01/2004;895.38;1080.28;967261.11
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;06/01/2004;897.02;874.3;784264.59
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;07/01/2004;901.49;999.28;900840.93
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;08/01/2004;903.9;596.54;539212.51
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;09/01/2004;904.4;808.25;730981.3
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;12/01/2004;908.03;828.3;752121.25
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;13/01/2004;907.68;1024.97;930344.77
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;14/01/2004;909.61;706.6;642730.43
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;15/01/2004;907.66;420.12;381326.12
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;16/01/2004;899.58;2195.42;1974955.92
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;19/01/2004;894.29;2019.59;1806099.14
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;20/01/2004;892.51;3327.95;2970228.65
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;21/01/2004;843.76;10534.28;8888404.09
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;22/01/2004;845.43;8540.63;7220504.82
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;23/01/2004;846.75;3960.3;3353384.03
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;26/01/2004;848.74;3132.25;2658465.87
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;27/01/2004;845.99;2906.85;2459166.03
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;28/01/2004;843.52;2372.33;2001107.8
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;29/01/2004;848.03;2094.1;1775859.62
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;30/01/2004;852.72;1128.28;962106.92
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;02/02/2004;854.15;1015.48;867372.24
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;03/02/2004;852.82;1239.95;1057454.16
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;04/02/2004;854.95;1891.48;1617120.83
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;05/02/2004;860.51;763.51;657007.99
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;06/02/2004;862.56;1784;1538807.04
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;09/02/2004;858.48;1706.37;1464884.52
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;10/02/2004;856.15;762.16;652523.28
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;11/02/2004;853.57;956.3;816268.99
Tesouro Prefixado + Juros Semestral 01/2023;01/01/2023;12/02/2004;848.7;1691.53;1435601.51
Tesouro Prefixado + Juros Semestral 01/2023;02/01/2023;13/02/2004;857.19;507.46;434989.64
Tesouro Prefixado + Juros Semestral 01/2023;03/01/2023;16/02/2004;865.76;865.76;749540.38
Tesouro Prefixado + Juros Semestral 01/2023;04/01/2023;17/02/2004;874.42;874.42;764610.34
Tesouro Prefixado + Juros Semestral 01/2023;05/01/2023;18/02/2004;883.16;883.16;779971.59
Tesouro Prefixado + Juros Semestral 01/2023;06/01/2023;19/02/2004;891.99;891.99;795646.16
Tesouro Prefixado + Juros Semestral 01/2023;07/01/2023;20/02/2004;900.91;900.91;811638.83
Tesouro Prefixado + Juros Semestral 01/2023;08/01/2023;25/02/2004;909.92;909.92;827954.41
Tesouro Prefixado + Juros Semestral 01/2023;09/01/2023;26/02/2004;919.02;919.02;844597.76
Tesouro Prefixado + Juros Semestral 01/2023;10/01/2023;27/02/2004;928.21;928.21;861573.8
Tesouro Prefixado + Juros Semestral 01/2023;11/01/2023;01/03/2004;937.49;937.49;878887.5
Tesouro Prefixado + Juros Semestral 01/2023;12/01/2023;02/03/2004;946.87;946.87;896562.8
Tesouro Prefixado + Juros Semestral 01/2023;13/01/2023;03/03/2004;956.34;956.34;914586.2
Tesouro Prefixado + Juros Semestral 01/2023;14/01/2023;04/03/2004;927.65;927.65;860534.52
Tesouro Prefixado + Juros Semestral 01/2023;15/01/2023;05/03/2004;899.82;899.82;809676.03
Tesouro Prefixado + Juros Semestral 01/2023;16/01/2023;08/03/2004;872.82;872.82;761814.75
Tesouro Prefixado + Juros Semestral 01/2023;17/01/2023;09/03/2004;846.64;846.64;716799.29
Tesouro Prefixado + Juros Semestral 01/2023;18/01/2023;10/03/2004;855.1;855.1;731196.01
Tesouro Prefixado + Juros Semestral 01/2023;19/01/2023;11/03/2004;863.66;863.66;745908.6
Tesouro Prefixado + Juros Semestral 01/2023;20/01/2023;12/03/2004;872.29;872.29;760889.84
Tesouro Prefixado + Juros Semestral 01/2023;21/01/2023;15/03/2004;881.01;881.01;776178.62
Tesouro Prefixado + Juros Semestral 01/2023;22/01/2023;16/03/2004;889.82;889.82;791779.63
Tesouro Prefixado + Juros Semestral 01/2023;23/01/2023;17/03/2004;907.62;907.62;823774.06
Tesouro Prefixado + Juros Semestral 01/2023;24/01/2023;18/03/2004;925.77;925.77;857050.09
Tesouro Prefixado + Juros Semestral 01/2023;25/01/2023;19/03/2004;944.29;944.29;891683.6
Tesouro Prefixado + Juros Semestral 01/2023;26/01/2023;22/03/2004;953.73;953.73;909600.91
Tesouro Prefixado + Juros Semestral 01/2023;27/01/2023;23/03/2004;963.27;963.27;927889.09
Tesouro Prefixado + Juros Semestral 01/2023;28/01/2023;24/03/2004;972.9;972.9;946534.41
Tesouro Prefixado + Juros Semestral 01/2023;29/01/2023;25/03/2004;933.99;933.99;872337.32
Tesouro Prefixado + Juros Semestral 01/2023;30/01/2023;26/03/2004;905.97;905.97;820781.64
Tesouro Prefixado + Juros Semestral 01/2023;31/01/2023;29/03/2004;887.85;887.85;788277.62
Tesouro Prefixado + Juros Semestral 01/2023;01/02/2023;02/04/2004;878.97;878.97;772588.26
Tesouro Prefixado + Juros Semestral 01/2023;02/02/2023;05/04/2004;896.55;896.55;803801.9
Tesouro Prefixado + Juros Semestral 01/2023;03/02/2023;06/04/2004;905.51;905.51;819948.36
Tesouro Prefixado + Juros Semestral 01/2023;04/02/2023;07/04/2004;932.68;932.68;869891.98
Tesouro Prefixado + Juros Semestral 01/2023;05/02/2023;08/04/2004;942.01;942.01;887382.84
Tesouro Prefixado + Juros Semestral 01/2023;06/02/2023;12/04/2004;951.43;951.43;905219.04
Tesouro Prefixado + Juros Semestral 01/2023;07/02/2023;13/04/2004;960.94;960.94;923405.68
Tesouro Prefixado + Juros Semestral 01/2023;08/02/2023;14/04/2004;912.89;912.89;833368.15
Tesouro Prefixado + Juros Semestral 01/2023;09/02/2023;15/04/2004;894.64;894.64;800380.73
Tesouro Prefixado + Juros Semestral 01/2023;10/02/2023;16/04/2004;903.58;903.58;816456.82
Tesouro Prefixado + Juros Semestral 01/2023;11/02/2023;19/04/2004;912.62;912.62;832875.26
Tesouro Prefixado + Juros Semestral 01/2023;12/02/2023;20/04/2004;921.74;921.74;849604.63
Tesouro Prefixado + Juros Semestral 01/2023;13/02/2023;22/04/2004;930.96;930.96;866686.52
Tesouro Prefixado + Juros Semestral 01/2023;14/02/2023;23/04/2004;940.27;940.27;884107.67
Tesouro Prefixado + Juros Semestral 01/2023;15/02/2023;26/04/2004;949.67;949.67;901873.11
Tesouro Prefixado + Juros Semestral 01/2023;16/02/2023;27/04/2004;959.17;959.17;920007.09
Tesouro Prefixado + Juros Semestral 01/2023;17/02/2023;28/04/2004;939.99;939.99;883581.2
Tesouro Prefixado + Juros Semestral 01/2023;18/02/2023;29/04/2004;949.39;949.39;901341.37
Tesouro Prefixado + Juros Semestral 01/2023;19/02/2023;30/04/2004;958.88;958.88;919450.85
Tesouro Prefixado + Juros Semestral 01/2023;20/02/2023;03/05/2004;968.47;968.47;937934.14
Tesouro Prefixado + Juros Semestral 01/2023;21/02/2023;04/05/2004;978.15;978.15;956777.42
Tesouro Prefixado + Juros Semestral 01/2023;22/02/2023;05/05/2004;987.94;987.94;976025.44
Tesouro Prefixado + Juros Semestral 01/2023;23/02/2023;06/05/2004;997.81;997.81;995624.8
Tesouro Prefixado + Juros Semestral 01/2023;24/02/2023;07/05/2004;880.89;880.89;775967.19
Tesouro Prefixado + Juros Semestral 01/2023;25/02/2023;10/05/2004;863.27;863.27;745235.09
Tesouro Prefixado + Juros Semestral 01/2023;26/02/2023;11/05/2004;871.9;871.9;760209.61
Tesouro Prefixado + Juros Semestral 01/2023;27/02/2023;12/05/2004;880.62;880.62;775491.58
Tesouro Prefixado + Juros Semestral 01/2023;28/02/2023;13/05/2004;889.43;889.43;791085.72
Tesouro Prefixado + Juros Semestral 01/2023;01/03/2023;14/05/2004;898.32;898.32;806978.82
Tesouro Prefixado + Juros Semestral 01/2023;02/03/2023;17/05/2004;860.54;860.54;740529.09
Tesouro Prefixado + Juros Semestral 01/2023;03/03/2023;18/05/2004;869.15;869.15;755421.72
Tesouro Prefixado + Juros Semestral 01/2023;04/03/2023;19/05/2004;877.84;877.84;770603.07
Tesouro Prefixado + Juros Semestral 01/2023;05/03/2023;20/05/2004;860.28;860.28;740081.68
Tesouro Prefixado + Juros Semestral 01/2023;06/03/2023;21/05/2004;868.88;868.88;754952.45
Tesouro Prefixado + Juros Semestral 01/2023;07/03/2023;24/05/2004;877.57;877.57;770129.1
Tesouro Prefixado + Juros Semestral 01/2023;08/03/2023;25/05/2004;886.35;886.35;785616.32
Tesouro Prefixado + Juros Semestral 01/2023;09/03/2023;26/05/2004;895.21;895.21;801400.94
Tesouro Prefixado + Juros Semestral 01/2023;10/03/2023;27/05/2004;904.16;904.16;817505.31
Tesouro Prefixado + Juros Semestral 01/2023;11/03/2023;28/05/2004;913.2;913.2;833934.24
Tesouro Prefixado + Juros Semestral 01/2023;12/03/2023;31/05/2004;922.34;922.34;850711.08
Tesouro Prefixado + Juros Semestral 01/2023;13/03/2023;01/06/2004;903.89;903.89;817017.13
Tesouro Prefixado + Juros Semestral 01/2023;14/03/2023;02/06/2004;912.93;912.93;833441.18
Tesouro Prefixado + Juros Semestral 01/2023;15/03/2023;03/06/2004;922.06;922.06;850194.64
Tesouro Prefixado + Juros Semestral 01/2023;16/03/2023;04/06/2004;931.28;931.28;867282.44
Tesouro Prefixado + Juros Semestral 01/2023;17/03/2023;07/06/2004;940.59;940.59;884709.55
Tesouro Prefixado + Juros Semestral 01/2023;18/03/2023;08/06/2004;950;950;902500
Tesouro Prefixado + Juros Semestral 01/2023;19/03/2023;09/06/2004;959.5;959.5;920640.25
Tesouro Prefixado + Juros Semestral 01/2023;20/03/2023;11/06/2004;969.09;969.09;939135.43
Tesouro Prefixado + Juros Semestral 01/2023;21/03/2023;14/06/2004;949.71;949.71;901949.08
Tesouro Prefixado + Juros Semestral 01/2023;22/03/2023;15/06/2004;959.21;959.21;920083.82
Tesouro Prefixado + Juros Semestral 01/2023;23/03/2023;16/06/2004;968.8;968.8;938573.44
Tesouro Prefixado + Juros Semestral 01/2023;24/03/2023;17/06/2004;978.49;978.49;957442.68
Tesouro Prefixado + Juros Semestral 01/2023;25/03/2023;18/06/2004;988.27;988.27;976677.59
Tesouro Prefixado + Juros Semestral 01/2023;26/03/2023;21/06/2004;998.16;998.16;996323.39
Tesouro Prefixado + Juros Semestral 01/2023;27/03/2023;22/06/2004;959.34;959.34;920333.24
Tesouro Prefixado + Juros Semestral 01/2023;28/03/2023;23/06/2004;968.93;968.93;938825.34
Tesouro Prefixado + Juros Semestral 01/2023;29/03/2023;24/06/2004;949.55;949.55;901645.2
Tesouro Prefixado + Juros Semestral 01/2023;30/03/2023;25/06/2004;959.05;959.05;919776.9
Tesouro Prefixado + Juros Semestral 01/2023;31/03/2023;28/06/2004;968.64;968.64;938263.45
Tesouro Prefixado + Juros Semestral 01/2023;01/04/2023;29/06/2004;978.33;978.33;957129.59
Tesouro Prefixado + Juros Semestral 01/2023;02/04/2023;30/06/2004;988.11;988.11;976361.37
Tesouro Prefixado + Juros Semestral 01/2023;03/04/2023;01/07/2004;997.99;997.99;995984.04
Tesouro Prefixado + Juros Semestral 01/2023;04/04/2023;02/07/2004;945.65;945.65;894253.92
Tesouro Prefixado + Juros Semestral 01/2023;05/04/2023;05/07/2004;955.11;955.11;912235.11
Tesouro Prefixado + Juros Semestral 01/2023;06/04/2023;06/07/2004;936;936;876096
Tesouro Prefixado + Juros Semestral 01/2023;07/04/2023;07/07/2004;945.36;945.36;893705.53
Tesouro Prefixado + Juros Semestral 01/2023;08/04/2023;08/07/2004;954.82;954.82;911681.23
Tesouro Prefixado + Juros Semestral 01/2023;09/04/2023;09/07/2004;964.37;964.37;930009.5
Tesouro Prefixado + Juros Semestral 01/2023;10/04/2023;12/07/2004;974.01;974.01;948695.48
Tesouro Prefixado + Juros Semestral 01/2023;11/04/2023;13/07/2004;983.75;983.75;967764.06
Tesouro Prefixado + Juros Semestral 01/2023;12/04/2023;14/07/2004;993.59;993.59;987221.09
Tesouro Prefixado + Juros Semestral 01/2023;13/04/2023;15/07/2004;923.4;923.4;852667.56
Tesouro Prefixado + Juros Semestral 01/2023;14/04/2023;16/07/2004;928.02;928.02;861221.12
Tesouro Prefixado + Juros Semestral 01/2023;15/04/2023;19/07/2004;941.94;941.94;887250.96
Tesouro Prefixado + Juros Semestral 01/2023;16/04/2023;20/07/2004;951.36;951.36;905085.85
Tesouro Prefixado + Juros Semestral 01/2023;17/04/2023;21/07/2004;960.87;960.87;923271.16
Tesouro Prefixado + Juros Semestral 01/2023;18/04/2023;22/07/2004;970.48;970.48;941831.43
Tesouro Prefixado + Juros Semestral 01/2023;19/04/2023;23/07/2004;980.18;980.18;960752.83
Tesouro Prefixado + Juros Semestral 01/2023;20/04/2023;26/07/2004;989.99;989.99;980080.2
Tesouro Prefixado + Juros Semestral 01/2023;21/04/2023;27/07/2004;999.89;999.89;999780.01
Tesouro Prefixado + Juros Semestral 01/2023;22/04/2023;28/07/2004;974.89;974.89;950410.51
Tesouro Prefixado + Juros Semestral 01/2023;23/04/2023;29/07/2004;984.64;984.64;969515.93
Tesouro Prefixado + Juros Semestral 01/2023;24/04/2023;30/07/2004;994.48;994.48;988990.47
Tesouro Prefixado + Juros Semestral 01/2023;25/04/2023;02/08/2004;950.45;950.45;903355.2
Tesouro Prefixado + Juros Semestral 01/2023;26/04/2023;03/08/2004;959.95;959.95;921504
Tesouro Prefixado + Juros Semestral 01/2023;27/04/2023;04/08/2004;969.55;969.55;940027.2
Tesouro Prefixado + Juros Semestral 01/2023;28/04/2023;05/08/2004;979.25;979.25;958930.56
Tesouro Prefixado + Juros Semestral 01/2023;29/04/2023;06/08/2004;989.04;989.04;978200.12
Tesouro Prefixado + Juros Semestral 01/2023;30/04/2023;09/08/2004;998.93;998.93;997861.14
Tesouro Prefixado + Juros Semestral 01/2023;01/05/2023;10/08/2004;920.1;920.1;846584.01
Tesouro Prefixado + Juros Semestral 01/2023;02/05/2023;11/08/2004;929.3;929.3;863598.49
Tesouro Prefixado + Juros Semestral 01/2023;03/05/2023;12/08/2004;938.59;938.59;880951.19
Tesouro Prefixado + Juros Semestral 01/2023;04/05/2023;13/08/2004;947.98;947.98;898666.08
Tesouro Prefixado + Juros Semestral 01/2023;05/05/2023;16/08/2004;957.46;957.46;916729.65
Tesouro Prefixado + Juros Semestral 01/2023;06/05/2023;17/08/2004;938.31;938.31;880425.66
